,ID,оквэд,расшифровка оквэд,Отрасль,Субъект,Округ,текущая стоимость бизнеса,ликвидационная стоимость бизнеса,расчёт возвратности средств для кредиторов,потребность в оборотных средствах,прибыль до налогообложения,задолженность по налогам,исполнительное производство без учета налогов,Лимит поручительства,ранг платёжеспособности,возраст организации,возбуждено производство по делу о несостоятельности (банкротстве),иностранные лица в органах управления (соучредители/руководители/участники) из недружественных юрисдикций,увольнение сотрудников (снижение среднесписочной численности),"привлечение к субсидиарной ответственности, взысканию убытков",наличие долга по платежам в бюджет,проводится выездная налоговая проверка,наличие информации о недостоверности сведений,директор или учредитель – дисквалифицированное лицо,наличие приостановления операций по счетам,динамика выручки по сравнению с предыдущим отчетным периодом (квартал),динамика совокупных активов,публикация в ефрсдюл о намерении обратиться в суд о признании лица банкротом кредитором,публикация в ефрсдюл о намерении обратиться в суд о признании лица банкротом должником,доля вычетов по ндс более 89%.,отклонение показателя налоговой нагрузки от среднеотраслевого показателя,коэффициент долга по 44-фз,коэффициент финансового рычага,налоговые разрывы 1 звена с покупателями и продавцами / выручка за 4 предыдущих квартала,налоговый долг/доход по налоговой декларации,отношение неоплаченной суммы по исполнительному производству (без налогов) и долга по налогам к выручке за предшествующие 12 месяцев,налоговые разрывы 2 звена с покупателями и продавцами / выручка за 4 предыдущих квартала,введена процедура банкротства/ликвидация,отсутствие расчетных счетов,"доля стоимости регистрируемого имущества в залоге от всего регистрируемого имущества составляет менее 0,5",рост доли стоимости залогового имущества за 6 месяцев,рост стоимости регистрируемого имущества по отношении к данным на 6 месяцев назад,лица в органах управления ранее привлечены к субсидиарной ответственности (взысканы убытки),расчеты через третьих лиц по отношению к выручке,изменение доли прибыли в выручке с начала текущего года по сравнению с аналогичным периодом прошлого года,коэффициент верификации кредиторской задолженности в бухгалтерской отчетности,коэффициент верификации данных основных средств в бухгалтерской отчетности,коэффициент верификации данных о выручке в бухгалтерской отчетности,коэффициент верификации данных о залогах в бухгалтерской отчетности,коэффициент обеспеченности собственным капиталом,коэффициент рентабельности активов,коэффициент покрытия процентов,коэффициент платежеспособности,коэффициент текущей ликвидности,46 нк рф > 3 месяцев
871,1000000964,43.12,Подготовка строительной площадки,Работы строительные специализированные,Московская область,ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,1968614.5,401660.0,1.0,13228.5,0.0,8185.5,31500.0,678832.5862068966,34.792550354519776,0.8086823758352112,0.0,0.0,0.0,0.0,-2.646302030096681,0.0,0.0,0.0,-2.8293203023928752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,0.0,1.850697686571583,0.0,0.0,0.0
872,1000000965,16.10,Распиловка и строгание древесины,"Обработка древесины и производство изделий из дерева и пробки, кроме мебели, производство изделий из соломки и материалов для плетения",Новгородская область,СЕВЕРО-ЗАПАДНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,117096.0,117096.0,0.07,12666.67,0.0,0.0,0.0,не может быть поручителем,10.485427746793684,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.068792453368104,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,0.0,1.850697686571583,-4.528468736257782,1.814516249410234,0.0
873,1000000966,43.29,Производство прочих строительно-монтажных работ,Работы строительные специализированные,город Москва,ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,не может быть поручителем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,-1.8043014445369647,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,0.0,0.0,1.850697686571583,0.0,0.0,0.0
874,1000000967,01.1,Выращивание однолетних культур,"Растениеводство и животноводство, охота и предоставление соответствующих услуг в этих областях",Московская область,ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,0.0,0.0,0.0,2452.16,0.0,7356.49,0.0,не может быть поручителем,0.0,0.8086823758352112,0.0,0.0,0.0,0.0,-2.646302030096681,0.0,0.0,0.0,-2.8293203023928752,0.0,0.0,0.0,0.0,0.0,0.0,-1.7261780792702874,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,2.2814506678337785,1.850697686571583,0.0,0.0,-3.196900622640974
875,1000000969,25.99,"Производство прочих готовых металлических изделий, не включенных в другие группировки","Производство готовых металлических изделий, кроме машин и оборудования",Челябинская область,УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,15000.0,0.0,0.0,0.0,15000.0,0.0,0.0,не может быть поручителем,6.010927308341686,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1042685244517596,0.0,0.0,0.0,-2.6429645709531853,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,2.2814506678337785,1.850697686571583,0.0,0.0,0.0
876,1000000970,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур","Растениеводство и животноводство, охота и предоставление соответствующих услуг в этих областях",Владимирская область,ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,861.0,861.0,0.0,0.0,0.0,0.0,0.0,не может быть поручителем,0.0,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,-1.8240556519999087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,-1.8043014445369647,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,0.0,2.2814506678337785,1.850697686571583,0.0,0.0,0.0
877,1000000971,16.10,Распиловка и строгание древесины,"Обработка древесины и производство изделий из дерева и пробки, кроме мебели, производство изделий из соломки и материалов для плетения",город Санкт-Петербург,СЕВЕРО-ЗАПАДНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,2927.4,2927.4,0.11,8000.0,0.0,0.0,0.0,не может быть поручителем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,2.2814506678337785,1.850697686571583,-4.528468736257782,-4.59145224664486,0.0
878,1000000972,41.20,Строительство жилых и нежилых зданий,Строительство зданий,Новосибирская область,СИБИРСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,2654695.8,161695.8,0.17,0.0,2046000.0,0.0,0.0,915412.3448275862,39.613587707489486,0.8086823758352112,0.0,0.0,0.5613773961638217,0.0,0.0,0.0,0.0,0.0,0.0,1.1042685244517596,2.190160505434645,0.0,0.0,0.0,-2.6719210905012134,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,2.2814506678337785,1.850697686571583,-4.528468736257782,-4.59145224664486,0.0
879,1000000973,35.30.15,Производство охлажденной воды или льда (натурального из воды) для целей охлаждения,"Обеспечение электрической энергией, газом и паром; кондиционирование воздуха",Приморский край,ДАЛЬНЕВОСТОЧНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,0.0,0.0,0.0,275693.69,0.0,0.0,827081.07,не может быть поручителем,0.0,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,-1.8043014445369647,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,0.0,0.0,1.850697686571583,0.0,0.0,0.0
880,1000000974,10.89.8,Производство биологически активных добавок к пище,Производство пищевых продуктов,Красноярский край,СИБИРСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,не может быть поручителем,1.740940979007901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,2.2814506678337785,1.850697686571583,0.0,0.0,0.0
881,1000000975,43.11,Разборка и снос зданий,Работы строительные специализированные,город Санкт-Петербург,СЕВЕРО-ЗАПАДНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,4119574.0,287574.0,1.0,16333.33,3832000.0,0.0,0.0,1420542.7586206896,57.34309346841387,0.8086823758352112,0.0,0.0,-0.9502469412940634,0.0,0.0,0.0,-1.8240556519999087,0.0,0.0,0.0,-2.068792453368104,0.0,0.0,0.0,0.0,0.0,1.916256425904387,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,2.2814506678337785,1.850697686571583,2.046855697165502,1.814516249410234,0.0
882,1000000976,41.20,Строительство жилых и нежилых зданий,Строительство зданий,Ямало-Hенецкий АО,УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,72288447.3,903447.3,0.01,24430547.67,0.0,0.0,0.0,24927050.79310345,65.61711471199814,0.8086823758352112,0.0,0.0,0.5613773961638217,0.0,0.0,0.0,0.0,0.0,0.0,-2.3252280164928223,2.190160505434645,0.0,0.0,0.0,-2.6719210905012134,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,1.172736024440367,0.0,0.0,0.0,0.0,0.0,0.0,1.850697686571583,-4.528468736257782,-4.59145224664486,0.0
883,1000000977,43.22,"Производство санитарно-технических работ, монтаж отопительных систем и систем кондиционирования воздуха",Работы строительные специализированные,Приморский край,ДАЛЬНЕВОСТОЧНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,0.0,0.0,0.0,566.67,0.0,0.0,1700.0,не может быть поручителем,0.0,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6719210905012134,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,0.0,0.0,1.850697686571583,0.0,0.0,0.0
884,1000000978,41.20,Строительство жилых и нежилых зданий,Строительство зданий,Самарская область,ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,не может быть поручителем,0.0,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,0.0,2.2814506678337785,1.850697686571583,-4.528468736257782,0.0,0.0
885,1000000979,15.20,Производство обуви,Производство кожи и изделий из кожи,город Москва,ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,не может быть поручителем,3.463871242472368,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,-1.8043014445369647,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,0.0,1.850697686571583,0.0,0.0,0.0
886,1000000980,01.13.1,Выращивание овощей,"Растениеводство и животноводство, охота и предоставление соответствующих услуг в этих областях",Оренбургская область,ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,не может быть поручителем,0.0,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,-1.8043014445369647,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,0.0,0.0,1.850697686571583,0.0,0.0,0.0
887,1000000981,01.47,Разведение сельскохозяйственной птицы,"Растениеводство и животноводство, охота и предоставление соответствующих услуг в этих областях",Саратовская область,ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,176808603.7,3991803.7,1.0,0.0,96216000.0,0.0,0.0,60968484.034482755,76.47183508120858,0.8086823758352112,0.0,0.0,0.5613773961638217,0.0,0.0,0.0,0.0,0.0,0.0,1.1042685244517596,2.190160505434645,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.172736024440367,0.0,2.005739415471644,0.0,1.1721349848971097,2.734732122912796,2.2814506678337785,-2.580589165577194,-4.528468736257782,-4.59145224664486,0.0
888,1000000982,01.13,"Выращивание овощей, бахчевых, корнеплодных и клубнеплодных культур, грибов и трюфелей","Растениеводство и животноводство, охота и предоставление соответствующих услуг в этих областях",Краснодарский край,ЮЖНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,не может быть поручителем,0.0,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,0.0,0.0,1.850697686571583,0.0,0.0,0.0
889,1000000983,10.71,"Производство хлеба и мучных кондитерских изделий, тортов и пирожных недлительного хранения",Производство пищевых продуктов,Алтайский край,СИБИРСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,440212.7,9212.7,0.01,156666.67,0.0,0.0,0.0,151797.4827586207,15.694970249027673,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,0.0,2.2814506678337785,1.850697686571583,-4.528468736257782,-4.59145224664486,0.0
890,1000000984,43.29,Производство прочих строительно-монтажных работ,Работы строительные специализированные,Ульяновская область,ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,1920724.6,1832724.6,1.0,8666.67,88000.0,0.0,0.0,662318.827586207,46.78764892884141,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.916256425904387,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,-3.117088918400753,1.850697686571583,2.046855697165502,1.814516249410234,0.0
891,1000000985,01.11.1,Выращивание зерновых культур,"Растениеводство и животноводство, охота и предоставление соответствующих услуг в этих областях",Ставропольский край,СЕВЕРО-КАВКАЗСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,8610.0,8610.0,0.0,0.0,0.0,0.0,0.0,не может быть поручителем,5.4808309014750085,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.068792453368104,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,2.2814506678337785,1.850697686571583,0.0,0.0,0.0
892,1000000986,01.16.2,Выращивание льна,"Растениеводство и животноводство, охота и предоставление соответствующих услуг в этих областях",Республика Татарстан,ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,10771333.0,349466.6,0.03,3231000.0,0.0,0.0,0.0,3714252.7586206896,53.91184393946126,0.8086823758352112,0.0,0.0,0.5613773961638217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.068792453368104,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,2.005739415471644,0.0,0.0,0.0,0.0,1.850697686571583,-4.528468736257782,-4.59145224664486,0.0
893,1000000988,41.20,Строительство жилых и нежилых зданий,Строительство зданий,Ульяновская область,ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,0.0,0.0,0.0,7866.67,0.0,1100.0,22500.0,не может быть поручителем,0.0,0.8086823758352112,0.0,0.0,0.0,0.0,-2.646302030096681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,-1.8043014445369647,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,0.0,0.0,1.850697686571583,0.0,0.0,0.0
894,1000000989,32.99.9,"Производство прочих изделий, не включенных в другие группировки",Производство прочих готовых изделий,Омская область,СИБИРСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,4394079.27,876822.0,1.0,10.24,0.0,30.73,0.0,1515199.748275862,42.05304474771267,0.8086823758352112,0.0,0.0,0.0,0.0,-2.646302030096681,0.0,-1.8240556519999087,0.0,-2.8293203023928752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,2.2814506678337785,1.850697686571583,0.0,0.0,-3.196900622640974
895,1000000990,41.20,Строительство жилых и нежилых зданий,Строительство зданий,Нижегородская область,ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,362394.9,362394.9,0.35,312000.0,0.0,0.0,0.0,не может быть поручителем,9.343950259569729,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,-1.8043014445369647,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,0.0,1.850697686571583,-4.528468736257782,-4.59145224664486,0.0
896,1000000991,43.29,Производство прочих строительно-монтажных работ,Работы строительные специализированные,город Москва,ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,не может быть поручителем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,-1.8043014445369647,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,0.0,0.0,1.850697686571583,0.0,0.0,0.0
897,1000000992,41.20,Строительство жилых и нежилых зданий,Строительство зданий,город Москва,ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,не может быть поручителем,2.549623354843112,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,2.2814506678337785,1.850697686571583,0.0,0.0,0.0
898,1000000993,01.13.3,Выращивание столовых корнеплодных и клубнеплодных культур с высоким содержанием крахмала или инулина,"Растениеводство и животноводство, охота и предоставление соответствующих услуг в этих областях",Свердловская область,УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,0.0,0.0,0.0,374.53,0.0,0.0,1123.59,не может быть поручителем,0.0,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,-1.8043014445369647,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,0.0,0.0,1.850697686571583,0.0,0.0,0.0
899,1000000994,43.99,"Работы строительные специализированные прочие, не включенные в другие группировки",Работы строительные специализированные,Московская область,ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,3907911.3,751911.3,0.56,75666.67,3156000.0,0.0,0.0,1347555.6206896552,38.03116278570594,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,-3.117088918400753,1.850697686571583,-4.528468736257782,-4.59145224664486,0.0
900,1000000995,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур","Растениеводство и животноводство, охота и предоставление соответствующих услуг в этих областях",Луганская Народная Республика,ЮЖНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,4612516.6,516.6,0.0,1103666.67,652000.0,0.0,0.0,1590522.9655172413,43.18239739226908,0.0,0.0,0.0,0.5613773961638217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,2.2814506678337785,1.850697686571583,-4.528468736257782,-4.59145224664486,0.0
901,1000000996,01.13,"Выращивание овощей, бахчевых, корнеплодных и клубнеплодных культур, грибов и трюфелей","Растениеводство и животноводство, охота и предоставление соответствующих услуг в этих областях",Нижегородская область,ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,не может быть поручителем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,-1.8043014445369647,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,0.0,0.0,1.850697686571583,0.0,0.0,0.0
902,1000000997,41.20,Строительство жилых и нежилых зданий,Строительство зданий,Свердловская область,УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,878560.0,861000.0,1.0,99548.67,0.0,0.0,0.0,302951.7241379311,30.648941167248644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6719210905012134,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,0.0,1.850697686571583,2.046855697165502,1.814516249410234,0.0
903,1000000998,41.2,Строительство жилых и нежилых зданий,Строительство зданий,Нижегородская область,ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,774.9,774.9,0.0,0.0,0.0,0.0,0.0,не может быть поручителем,0.7453219103061466,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,-1.8043014445369647,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,2.734732122912796,2.2814506678337785,1.850697686571583,0.0,0.0,0.0
904,1000000999,41.20,Строительство жилых и нежилых зданий,Строительство зданий,Удмуртская Республика,ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,56095.65,68019.0,1.0,3974.45,0.0,6423.35,5500.0,не может быть поручителем,3.5290570446166445,0.8086823758352112,0.0,0.0,0.0,0.0,-2.646302030096681,0.0,-1.8240556519999087,0.0,-2.8293203023928752,0.0,-2.068792453368104,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,-1.2320171511108535,0.0,0.0,0.0,2.734732122912796,0.0,1.850697686571583,2.046855697165502,1.814516249410234,0.0
905,1000001000,25.11,"Производство строительных металлических конструкций, изделий и их частей","Производство готовых металлических изделий, кроме машин и оборудования",город Санкт-Петербург,СЕВЕРО-ЗАПАДНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,35898458.76,1297182.6,0.02,14854636.33,133000.0,34723.84,0.0,12378778.882758621,50.39042883758095,0.8086823758352112,0.0,0.0,0.0,0.0,-2.646302030096681,0.0,0.0,0.0,0.0,-2.3252280164928223,-2.068792453368104,0.0,0.0,-2.6429645709531853,-2.6719210905012134,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,1.172736024440367,0.0,0.0,0.0,0.0,0.0,-3.117088918400753,1.850697686571583,-4.528468736257782,-4.59145224664486,0.0
906,1000001001,41.20,Строительство жилых и нежилых зданий,Строительство зданий,Красноярский край,СИБИРСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ,0.0,17822.7,0.02,11333.33,0.0,0.0,34000.0,не может быть поручителем,0.0,0.8086823758352112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.858936787752712,0.0,0.0,0.0,0.0,0.0,0.0,1.0094676012019006,0.0,0.0,0.0,0.0,-2.276470311759446,0.0,0.0,0.0,0.0,0.0,2.2814506678337785,1.850697686571583,-4.528468736257782,0.0,0.0
